timestamp,value
2026-03-01T00:00:00.000Z,108.46
2026-03-02T00:00:00.000Z,105.58
2026-03-03T00:00:00.000Z,121.67
2026-03-04T00:00:00.000Z,123.47
2026-03-05T00:00:00.000Z,125.91
2026-03-06T00:00:00.000Z,130.40
2026-03-07T00:00:00.000Z,114.88
2026-03-08T00:00:00.000Z,118.08
2026-03-09T00:00:00.000Z,117.15
2026-03-10T00:00:00.000Z,132.39
2026-03-11T00:00:00.000Z,136.62
2026-03-12T00:00:00.000Z,131.53
2026-03-13T00:00:00.000Z,132.81
2026-03-14T00:00:00.000Z,110.78
2026-03-15T00:00:00.000Z,102.90
2026-03-16T00:00:00.000Z,118.79
2026-03-17T00:00:00.000Z,120.21
2026-03-18T00:00:00.000Z,128.45
2026-03-19T00:00:00.000Z,129.73
2026-03-20T00:00:00.000Z,138.69
2026-03-21T00:00:00.000Z,124.50
2026-03-22T00:00:00.000Z,111.35
2026-03-23T00:00:00.000Z,125.45
2026-03-24T00:00:00.000Z,126.57
2026-03-25T00:00:00.000Z,132.06
2026-03-26T00:00:00.000Z,127.59
2026-03-27T00:00:00.000Z,126.32
2026-03-28T00:00:00.000Z,128.67
2026-03-29T00:00:00.000Z,126.78
2026-03-30T00:00:00.000Z,124.16
2026-03-31T00:00:00.000Z,140.58
2026-04-01T00:00:00.000Z,144.46
2026-04-02T00:00:00.000Z,164.59
2026-04-03T00:00:00.000Z,175.29
2026-04-04T00:00:00.000Z,144.98
2026-04-05T00:00:00.000Z,150.89
2026-04-06T00:00:00.000Z,174.07
2026-04-07T00:00:00.000Z,169.91
2026-04-08T00:00:00.000Z,173.38
2026-04-09T00:00:00.000Z,164.73
2026-04-10T00:00:00.000Z,190.05
2026-04-11T00:00:00.000Z,160.57
2026-04-12T00:00:00.000Z,151.89
2026-04-13T00:00:00.000Z,168.46
2026-04-14T00:00:00.000Z,152.26
2026-04-15T00:00:00.000Z,132.52
2026-04-16T00:00:00.000Z,128.70
2026-04-17T00:00:00.000Z,150.38
2026-04-18T00:00:00.000Z,130.95
2026-04-19T00:00:00.000Z,118.60
2026-04-20T00:00:00.000Z,141.54
2026-04-21T00:00:00.000Z,140.37
2026-04-22T00:00:00.000Z,133.52
2026-04-23T00:00:00.000Z,130.61
2026-04-24T00:00:00.000Z,143.05
2026-04-25T00:00:00.000Z,125.80
2026-04-26T00:00:00.000Z,125.48
2026-04-27T00:00:00.000Z,147.05
2026-04-28T00:00:00.000Z,142.05
2026-04-29T00:00:00.000Z,145.85
2026-04-30T00:00:00.000Z,143.91
2026-05-01T00:00:00.000Z,159.66
2026-05-02T00:00:00.000Z,132.64
2026-05-03T00:00:00.000Z,120.63
2026-05-04T00:00:00.000Z,150.85
2026-05-05T00:00:00.000Z,134.55
2026-05-06T00:00:00.000Z,141.75
2026-05-07T00:00:00.000Z,129.59
2026-05-08T00:00:00.000Z,154.62
2026-05-09T00:00:00.000Z,142.44
2026-05-10T00:00:00.000Z,130.88
2026-05-11T00:00:00.000Z,142.73
2026-05-12T00:00:00.000Z,145.10
2026-05-13T00:00:00.000Z,150.45
2026-05-14T00:00:00.000Z,148.20
2026-05-15T00:00:00.000Z,157.98
2026-05-16T00:00:00.000Z,133.00
2026-05-17T00:00:00.000Z,128.69
2026-05-18T00:00:00.000Z,147.65
2026-05-19T00:00:00.000Z,143.09
2026-05-20T00:00:00.000Z,144.27
2026-05-21T00:00:00.000Z,147.40
2026-05-22T00:00:00.000Z,156.96
2026-05-23T00:00:00.000Z,141.38
2026-05-24T00:00:00.000Z,148.25
2026-05-25T00:00:00.000Z,175.78
2026-05-26T00:00:00.000Z,140.26
2026-05-27T00:00:00.000Z,151.93
2026-05-28T00:00:00.000Z,142.54
2026-05-29T00:00:00.000Z,166.05
2026-05-30T00:00:00.000Z,143.92
2026-05-31T00:00:00.000Z,134.59
2026-06-01T00:00:00.000Z,152.89
2026-06-02T00:00:00.000Z,152.45
2026-06-03T00:00:00.000Z,151.26
2026-06-04T00:00:00.000Z,150.04
2026-06-05T00:00:00.000Z,166.63
2026-06-06T00:00:00.000Z,151.40
2026-06-07T00:00:00.000Z,145.32
2026-06-08T00:00:00.000Z,158.37
2026-06-09T00:00:00.000Z,162.04
2026-06-10T00:00:00.000Z,158.17
2026-06-11T00:00:00.000Z,152.38
2026-06-12T00:00:00.000Z,163.95
2026-06-13T00:00:00.000Z,146.35
2026-06-14T00:00:00.000Z,155.89
2026-06-15T00:00:00.000Z,163.79
2026-06-16T00:00:00.000Z,152.92
2026-06-17T00:00:00.000Z,163.57
2026-06-18T00:00:00.000Z,158.79
2026-06-19T00:00:00.000Z,164.60
2026-06-20T00:00:00.000Z,149.12
2026-06-21T00:00:00.000Z,144.92
2026-06-22T00:00:00.000Z,156.65
2026-06-23T00:00:00.000Z,168.57
2026-06-24T00:00:00.000Z,159.72
2026-06-25T00:00:00.000Z,167.69
2026-06-26T00:00:00.000Z,175.82
2026-06-27T00:00:00.000Z,155.55
2026-06-28T00:00:00.000Z,148.78
2026-06-29T00:00:00.000Z,175.56
2026-06-30T00:00:00.000Z,165.46
2026-07-01T00:00:00.000Z,166.51
2026-07-02T00:00:00.000Z,171.14
2026-07-03T00:00:00.000Z,169.23
2026-07-04T00:00:00.000Z,140.92
2026-07-05T00:00:00.000Z,155.55
2026-07-06T00:00:00.000Z,166.26
2026-07-07T00:00:00.000Z,165.12
2026-07-08T00:00:00.000Z,167.40
2026-07-09T00:00:00.000Z,168.43
2026-07-10T00:00:00.000Z,169.22
2026-07-11T00:00:00.000Z,143.14
2026-07-12T00:00:00.000Z,155.52
2026-07-13T00:00:00.000Z,167.47
2026-07-14T00:00:00.000Z,170.97
2026-07-15T00:00:00.000Z,164.91
2026-07-16T00:00:00.000Z,177.08
2026-07-17T00:00:00.000Z,177.36
2026-07-18T00:00:00.000Z,154.25
2026-07-19T00:00:00.000Z,160.96
2026-07-20T00:00:00.000Z,178.10
2026-07-21T00:00:00.000Z,177.10
2026-07-22T00:00:00.000Z,175.24
2026-07-23T00:00:00.000Z,166.04
2026-07-24T00:00:00.000Z,181.80
2026-07-25T00:00:00.000Z,164.42
2026-07-26T00:00:00.000Z,153.69
2026-07-27T00:00:00.000Z,186.45
2026-07-28T00:00:00.000Z,169.90
2026-07-29T00:00:00.000Z,188.62
2026-07-30T00:00:00.000Z,163.24
2026-07-31T00:00:00.000Z,181.10
2026-08-01T00:00:00.000Z,155.09
2026-08-02T00:00:00.000Z,161.70
2026-08-03T00:00:00.000Z,187.18
2026-08-04T00:00:00.000Z,181.86
2026-08-05T00:00:00.000Z,172.77
2026-08-06T00:00:00.000Z,174.02
2026-08-07T00:00:00.000Z,174.00
2026-08-08T00:00:00.000Z,162.63
2026-08-09T00:00:00.000Z,171.68
2026-08-10T00:00:00.000Z,181.82
2026-08-11T00:00:00.000Z,174.62
2026-08-12T00:00:00.000Z,166.05
2026-08-13T00:00:00.000Z,170.18
2026-08-14T00:00:00.000Z,196.20
2026-08-15T00:00:00.000Z,169.68
2026-08-16T00:00:00.000Z,171.85
2026-08-17T00:00:00.000Z,185.09
2026-08-18T00:00:00.000Z,182.29
2026-08-19T00:00:00.000Z,183.69
2026-08-20T00:00:00.000Z,183.49
2026-08-21T00:00:00.000Z,186.65
2026-08-22T00:00:00.000Z,172.75
2026-08-23T00:00:00.000Z,164.04
2026-08-24T00:00:00.000Z,179.72
2026-08-25T00:00:00.000Z,183.45
2026-08-26T00:00:00.000Z,172.80
2026-08-27T00:00:00.000Z,182.05
2026-08-28T00:00:00.000Z,189.59
2026-08-29T00:00:00.000Z,177.57
