timestamp,value
2026-01-01T00:00:00.000Z,2.479
2026-01-01T01:00:00.000Z,2.890
2026-01-01T02:00:00.000Z,2.879
2026-01-01T03:00:00.000Z,2.603
2026-01-01T04:00:00.000Z,2.921
2026-01-01T05:00:00.000Z,3.281
2026-01-01T06:00:00.000Z,3.081
2026-01-01T07:00:00.000Z,3.487
2026-01-01T08:00:00.000Z,3.437
2026-01-01T09:00:00.000Z,3.958
2026-01-01T10:00:00.000Z,4.217
2026-01-01T11:00:00.000Z,4.930
2026-01-01T12:00:00.000Z,4.765
2026-01-01T13:00:00.000Z,5.583
2026-01-01T14:00:00.000Z,5.960
2026-01-01T15:00:00.000Z,6.326
2026-01-01T16:00:00.000Z,6.505
2026-01-01T17:00:00.000Z,5.971
2026-01-01T18:00:00.000Z,5.259
2026-01-01T19:00:00.000Z,5.564
2026-01-01T20:00:00.000Z,4.571
2026-01-01T21:00:00.000Z,3.885
2026-01-01T22:00:00.000Z,3.704
2026-01-01T23:00:00.000Z,3.251
2026-01-02T00:00:00.000Z,3.087
2026-01-02T01:00:00.000Z,2.507
2026-01-02T02:00:00.000Z,2.869
2026-01-02T03:00:00.000Z,2.846
2026-01-02T04:00:00.000Z,3.025
2026-01-02T05:00:00.000Z,3.412
2026-01-02T06:00:00.000Z,3.091
2026-01-02T07:00:00.000Z,3.691
2026-01-02T08:00:00.000Z,3.960
2026-01-02T09:00:00.000Z,3.993
2026-01-02T10:00:00.000Z,4.579
2026-01-02T11:00:00.000Z,4.541
2026-01-02T12:00:00.000Z,5.035
2026-01-02T13:00:00.000Z,5.636
2026-01-02T14:00:00.000Z,6.347
2026-01-02T15:00:00.000Z,6.614
2026-01-02T16:00:00.000Z,6.101
2026-01-02T17:00:00.000Z,5.746
2026-01-02T18:00:00.000Z,5.683
2026-01-02T19:00:00.000Z,5.063
2026-01-02T20:00:00.000Z,4.881
2026-01-02T21:00:00.000Z,3.896
2026-01-02T22:00:00.000Z,3.294
2026-01-02T23:00:00.000Z,2.908
2026-01-03T00:00:00.000Z,1.771
2026-01-03T01:00:00.000Z,2.242
2026-01-03T02:00:00.000Z,1.597
2026-01-03T03:00:00.000Z,2.080
2026-01-03T04:00:00.000Z,1.848
2026-01-03T05:00:00.000Z,2.365
2026-01-03T06:00:00.000Z,2.419
2026-01-03T07:00:00.000Z,2.270
2026-01-03T08:00:00.000Z,2.568
2026-01-03T09:00:00.000Z,3.394
2026-01-03T10:00:00.000Z,3.641
2026-01-03T11:00:00.000Z,3.608
2026-01-03T12:00:00.000Z,4.802
2026-01-03T13:00:00.000Z,5.207
2026-01-03T14:00:00.000Z,5.093
2026-01-03T15:00:00.000Z,5.913
2026-01-03T16:00:00.000Z,5.892
2026-01-03T17:00:00.000Z,5.020
2026-01-03T18:00:00.000Z,4.852
2026-01-03T19:00:00.000Z,4.327
2026-01-03T20:00:00.000Z,3.606
2026-01-03T21:00:00.000Z,3.492
2026-01-03T22:00:00.000Z,2.581
2026-01-03T23:00:00.000Z,2.424
2026-01-04T00:00:00.000Z,2.337
2026-01-04T01:00:00.000Z,2.122
2026-01-04T02:00:00.000Z,1.921
2026-01-04T03:00:00.000Z,2.385
2026-01-04T04:00:00.000Z,2.222
2026-01-04T05:00:00.000Z,2.918
2026-01-04T06:00:00.000Z,2.631
2026-01-04T07:00:00.000Z,2.759
2026-01-04T08:00:00.000Z,3.080
2026-01-04T09:00:00.000Z,3.281
2026-01-04T10:00:00.000Z,3.620
2026-01-04T11:00:00.000Z,4.051
2026-01-04T12:00:00.000Z,4.638
2026-01-04T13:00:00.000Z,5.209
2026-01-04T14:00:00.000Z,5.534
2026-01-04T15:00:00.000Z,5.760
2026-01-04T16:00:00.000Z,5.533
2026-01-04T17:00:00.000Z,5.378
2026-01-04T18:00:00.000Z,4.836
2026-01-04T19:00:00.000Z,4.532
2026-01-04T20:00:00.000Z,3.837
2026-01-04T21:00:00.000Z,3.447
2026-01-04T22:00:00.000Z,2.544
2026-01-04T23:00:00.000Z,2.135
2026-01-05T00:00:00.000Z,2.576
2026-01-05T01:00:00.000Z,2.639
2026-01-05T02:00:00.000Z,2.719
2026-01-05T03:00:00.000Z,2.760
2026-01-05T04:00:00.000Z,2.792
2026-01-05T05:00:00.000Z,2.900
2026-01-05T06:00:00.000Z,3.107
2026-01-05T07:00:00.000Z,3.695
2026-01-05T08:00:00.000Z,3.588
2026-01-05T09:00:00.000Z,3.510
2026-01-05T10:00:00.000Z,4.561
2026-01-05T11:00:00.000Z,4.752
2026-01-05T12:00:00.000Z,5.721
2026-01-05T13:00:00.000Z,5.992
2026-01-05T14:00:00.000Z,5.721
2026-01-05T15:00:00.000Z,6.050
2026-01-05T16:00:00.000Z,6.132
2026-01-05T17:00:00.000Z,5.983
2026-01-05T18:00:00.000Z,5.888
2026-01-05T19:00:00.000Z,4.940
2026-01-05T20:00:00.000Z,4.607
2026-01-05T21:00:00.000Z,4.036
2026-01-05T22:00:00.000Z,2.950
2026-01-05T23:00:00.000Z,3.325
2026-01-06T00:00:00.000Z,2.897
2026-01-06T01:00:00.000Z,3.159
2026-01-06T02:00:00.000Z,2.470
2026-01-06T03:00:00.000Z,2.871
2026-01-06T04:00:00.000Z,3.357
2026-01-06T05:00:00.000Z,3.461
2026-01-06T06:00:00.000Z,3.427
2026-01-06T07:00:00.000Z,3.206
2026-01-06T08:00:00.000Z,3.681
2026-01-06T09:00:00.000Z,3.855
2026-01-06T10:00:00.000Z,4.425
2026-01-06T11:00:00.000Z,4.782
2026-01-06T12:00:00.000Z,5.332
2026-01-06T13:00:00.000Z,5.996
2026-01-06T14:00:00.000Z,6.055
2026-01-06T15:00:00.000Z,6.194
2026-01-06T16:00:00.000Z,6.634
2026-01-06T17:00:00.000Z,5.978
2026-01-06T18:00:00.000Z,6.017
2026-01-06T19:00:00.000Z,5.697
2026-01-06T20:00:00.000Z,4.874
2026-01-06T21:00:00.000Z,3.799
2026-01-06T22:00:00.000Z,3.775
2026-01-06T23:00:00.000Z,3.008
2026-01-07T00:00:00.000Z,2.756
2026-01-07T01:00:00.000Z,2.346
2026-01-07T02:00:00.000Z,3.209
2026-01-07T03:00:00.000Z,2.816
2026-01-07T04:00:00.000Z,3.000
2026-01-07T05:00:00.000Z,2.963
2026-01-07T06:00:00.000Z,2.866
2026-01-07T07:00:00.000Z,3.408
2026-01-07T08:00:00.000Z,3.631
2026-01-07T09:00:00.000Z,4.055
2026-01-07T10:00:00.000Z,4.401
2026-01-07T11:00:00.000Z,4.984
2026-01-07T12:00:00.000Z,5.267
2026-01-07T13:00:00.000Z,6.026
2026-01-07T14:00:00.000Z,6.179
2026-01-07T15:00:00.000Z,6.396
2026-01-07T16:00:00.000Z,6.587
2026-01-07T17:00:00.000Z,5.870
2026-01-07T18:00:00.000Z,5.870
2026-01-07T19:00:00.000Z,4.990
2026-01-07T20:00:00.000Z,4.404
2026-01-07T21:00:00.000Z,4.032
2026-01-07T22:00:00.000Z,3.508
2026-01-07T23:00:00.000Z,3.381
2026-01-08T00:00:00.000Z,2.300
2026-01-08T01:00:00.000Z,2.729
2026-01-08T02:00:00.000Z,2.719
2026-01-08T03:00:00.000Z,2.960
2026-01-08T04:00:00.000Z,2.570
2026-01-08T05:00:00.000Z,3.161
2026-01-08T06:00:00.000Z,3.602
2026-01-08T07:00:00.000Z,3.504
2026-01-08T08:00:00.000Z,3.770
2026-01-08T09:00:00.000Z,4.003
2026-01-08T10:00:00.000Z,4.337
2026-01-08T11:00:00.000Z,4.867
2026-01-08T12:00:00.000Z,4.943
2026-01-08T13:00:00.000Z,6.341
2026-01-08T14:00:00.000Z,6.143
2026-01-08T15:00:00.000Z,6.386
2026-01-08T16:00:00.000Z,6.377
2026-01-08T17:00:00.000Z,6.371
2026-01-08T18:00:00.000Z,5.755
2026-01-08T19:00:00.000Z,4.949
2026-01-08T20:00:00.000Z,4.739
2026-01-08T21:00:00.000Z,4.068
2026-01-08T22:00:00.000Z,3.539
2026-01-08T23:00:00.000Z,3.344
2026-01-09T00:00:00.000Z,2.989
2026-01-09T01:00:00.000Z,2.668
2026-01-09T02:00:00.000Z,2.985
2026-01-09T03:00:00.000Z,2.605
2026-01-09T04:00:00.000Z,2.692
2026-01-09T05:00:00.000Z,2.783
2026-01-09T06:00:00.000Z,3.521
2026-01-09T07:00:00.000Z,3.652
2026-01-09T08:00:00.000Z,3.536
2026-01-09T09:00:00.000Z,3.536
2026-01-09T10:00:00.000Z,4.274
2026-01-09T11:00:00.000Z,4.844
2026-01-09T12:00:00.000Z,5.704
2026-01-09T13:00:00.000Z,5.856
